Datetime,Symbol,Rule,Side,Performance,NumTicks
2020-08-26 10:45:00,C,0.2x0.4,1,-0.06833935370497146,5
2020-08-27 10:45:00,C,0.2x0.4,1,-0.2417561164297477,4
2020-08-27 11:15:00,C,0.2x0.4,1,0.09692740137636768,5
2020-08-31 10:45:00,C,0.2x0.4,1,-0.6896551724138056,3
2020-09-02 10:45:00,C,0.2x0.4,1,0.6022340942204885,4
2020-09-02 11:15:00,C,0.2x0.4,1,-0.31844060600212387,2
2020-09-03 10:45:00,C,0.2x0.4,1,-0.4785146904009996,4
2020-09-03 11:15:00,C,0.2x0.4,1,0.7303534910896969,3
2020-09-03 11:45:00,C,0.2x0.4,1,0.4154188001159298,4
2020-09-03 13:15:00,C,0.2x0.4,1,-0.20248770610354905,5
2020-09-04 10:45:00,C,0.2x0.4,1,-0.19319938176197704,5
2020-09-04 11:15:00,C,0.2x0.4,1,-0.23177209077739347,2
2020-09-04 11:45:00,C,0.2x0.4,1,0.4849190185238994,1
2020-09-04 12:15:00,C,0.2x0.4,1,0.4152583293095091,4
2020-09-04 14:45:00,C,0.2x0.4,1,-0.2373267514714228,1
2020-09-04 15:15:00,C,0.2x0.4,1,-0.20801815431165105,2
2020-08-27 10:45:00,MU,0.5x2,1,0.10122595883477192,5
2020-08-27 14:15:00,MU,0.5x2,1,0.2808357672433148,5
2020-08-28 10:45:00,MU,0.5x2,1,0.29883785279469777,5
2020-08-31 10:45:00,MU,0.5x2,1,-0.6267179769103959,5
2020-09-01 11:15:00,MU,0.5x2,1,-0.5484260173302613,2
2020-09-01 12:45:00,MU,0.5x2,1,0.6311593400509352,5
2020-09-01 13:15:00,MU,0.5x2,1,0.1541680431670578,5
2020-09-02 10:45:00,MU,0.5x2,1,0.6539394578630953,5
2020-09-02 11:15:00,MU,0.5x2,1,-0.209621632952528,5
2020-09-03 10:45:00,MU,0.5x2,1,0.0,5
2020-09-03 11:45:00,MU,0.5x2,1,-0.5141388174807249,2
2020-09-03 13:15:00,MU,0.5x2,1,-0.010837758751480742,5
2020-09-04 11:15:00,MU,0.5x2,1,0.8728317313003942,5
2020-09-04 11:45:00,MU,0.5x2,1,0.8303288539276865,5
2020-09-04 12:15:00,MU,0.5x2,1,0.6827788013438862,5
2020-08-26 10:45:00,LRCX,0.5x2,1,-0.582121762835075,3
2020-08-26 11:45:00,LRCX,0.5x2,1,0.26354990260113453,5
2020-08-27 10:45:00,LRCX,0.5x2,1,0.4040995607613507,5
2020-08-28 10:45:00,LRCX,0.5x2,1,0.31368354101015683,5
2020-08-31 10:45:00,LRCX,0.5x2,1,-1.2057747947539332,3
2020-09-01 10:45:00,LRCX,0.5x2,1,-0.6043916225813573,3
2020-09-02 10:45:00,LRCX,0.5x2,1,-0.04497919712134202,5
2020-09-02 11:15:00,LRCX,0.5x2,1,-0.21945249416200907,5
2020-09-03 10:45:00,LRCX,0.5x2,1,0.10809252720329621,5
2020-09-03 11:15:00,LRCX,0.5x2,1,0.8407998489754931,5
2020-09-03 11:45:00,LRCX,0.5x2,1,-0.9950821086537553,3
2020-09-03 12:15:00,LRCX,0.5x2,1,-0.2747971735147847,5
2020-09-03 12:45:00,LRCX,0.5x2,1,-0.8953569762015889,3
2020-09-03 13:15:00,LRCX,0.5x2,1,-0.0468370363865267,5
2020-09-03 13:45:00,LRCX,0.5x2,1,0.7192027124216738,5
2020-09-04 10:45:00,LRCX,0.5x2,1,1.137103020914032,5
2020-09-04 11:15:00,LRCX,0.5x2,1,0.7913911339701318,5
2020-09-04 11:45:00,LRCX,0.5x2,1,0.007560407657170032,5
2020-09-04 13:15:00,LRCX,0.5x2,1,-0.706060606060599,3
2020-09-04 13:45:00,LRCX,0.5x2,1,0.1956501956501988,5
2020-09-04 15:15:00,LRCX,0.5x2,1,-0.3612630827782959,5
2020-08-27 10:45:00,AMAT,0.5x2,1,0.5101627662158936,5
2020-08-27 14:15:00,AMAT,0.5x2,1,0.5065123010130401,5
2020-08-28 11:15:00,AMAT,0.5x2,1,0.05603586295228613,5
2020-08-31 10:45:00,AMAT,0.5x2,1,-0.629133731246978,3
2020-09-01 10:45:00,AMAT,0.5x2,1,-0.35529715762273595,5
2020-09-01 11:45:00,AMAT,0.5x2,1,0.08134710811029677,5
2020-09-02 10:45:00,AMAT,0.5x2,1,-0.046583850931680715,5
2020-09-02 11:15:00,AMAT,0.5x2,1,-0.2018633540372794,5
2020-09-02 11:45:00,AMAT,0.5x2,1,1.2130637636080799,5
2020-09-03 10:45:00,AMAT,0.5x2,1,-0.2876318312559967,5
2020-09-03 11:15:00,AMAT,0.5x2,1,0.7580645161290311,5
2020-09-03 11:45:00,AMAT,0.5x2,1,-0.4796929964822505,5
2020-09-03 13:15:00,AMAT,0.5x2,1,-0.1790073230268474,5
2020-09-03 13:45:00,AMAT,0.5x2,1,0.28522532800914213,5
2020-09-03 15:15:00,AMAT,0.5x2,1,0.4407083979433457,5
2020-09-04 10:45:00,AMAT,0.5x2,1,1.5334810018742706,5
2020-09-04 11:15:00,AMAT,0.5x2,1,0.7777220270948293,5
2020-09-04 11:45:00,AMAT,0.5x2,1,0.09090157838194113,5
2020-09-04 12:15:00,AMAT,0.5x2,1,0.8684145231990792,5
2020-09-04 13:45:00,AMAT,0.5x2,1,-0.14842912509276385,5
2020-09-04 14:45:00,AMAT,0.5x2,1,0.6524221171097633,5
2020-09-04 15:15:00,AMAT,0.5x2,1,-0.5347593582887722,4
2020-08-26 10:45:00,JPM,0.5x2,1,0.025105442860007265,5
2020-08-27 10:45:00,JPM,0.5x2,1,0.09827044025156884,5
2020-08-27 11:15:00,JPM,0.5x2,1,-0.058852378616969236,5
2020-08-27 12:45:00,JPM,0.5x2,1,0.3686590640975318,5
2020-08-31 10:45:00,JPM,0.5x2,1,-0.8706836845750465,3
2020-09-02 10:45:00,JPM,0.5x2,1,0.5639097744360999,5
2020-09-03 10:45:00,JPM,0.5x2,1,-1.1462010930018862,4
2020-09-03 11:15:00,JPM,0.5x2,1,0.6146734854445279,5
2020-09-03 11:45:00,JPM,0.5x2,1,0.529697385845318,5
2020-09-03 12:15:00,JPM,0.5x2,1,-0.46327904028088396,5
2020-09-03 13:45:00,JPM,0.5x2,1,0.09340740376579948,5
2020-09-03 15:15:00,JPM,0.5x2,1,0.054369315935165474,5
2020-09-04 10:45:00,JPM,0.5x2,1,-0.26383935115062984,5
2020-09-04 11:45:00,JPM,0.5x2,1,0.6986126143855298,5
2020-09-04 15:15:00,JPM,0.5x2,1,-0.5616629062455081,4
2020-08-27 10:45:00,GS,0.5x2,1,-0.004730145215459114,5
2020-08-27 11:15:00,GS,0.5x2,1,0.08522323753608063,5
2020-08-28 10:45:00,GS,0.5x2,1,-0.0765074355663975,5
2020-08-31 10:45:00,GS,0.5x2,1,-0.7983254636615977,4
2020-09-02 10:45:00,GS,0.5x2,1,0.23986567522187308,5
2020-09-03 10:45:00,GS,0.5x2,1,-1.002512205526851,4
2020-09-03 11:15:00,GS,0.5x2,1,0.8978567290982786,5
2020-09-03 11:45:00,GS,0.5x2,1,0.41884064908332963,5
2020-09-03 13:15:00,GS,0.5x2,1,0.0819316593570818,5
2020-09-03 13:45:00,GS,0.5x2,1,0.014432791301821624,5
2020-09-03 15:15:00,GS,0.5x2,1,0.1668157532093817,5
2020-09-04 10:45:00,GS,0.5x2,1,0.41492769096378446,5
2020-09-04 11:15:00,GS,0.5x2,1,-0.49611577648167593,5
2020-09-04 11:45:00,GS,0.5x2,1,0.8685286103542245,5
2020-09-04 12:15:00,GS,0.5x2,1,0.6786619973433217,5
2020-09-04 13:15:00,GS,0.5x2,1,0.03377074488613019,5
2020-09-04 14:45:00,GS,0.5x2,1,0.14646822584456487,5
2020-09-04 15:15:00,GS,0.5x2,1,-0.20994527269296848,5
2020-08-24 12:45:00,BAC,0.5x2,1,-0.21602513747054353,5
2020-08-24 15:15:00,BAC,0.5x2,1,0.5297233666862855,5
2020-08-25 10:45:00,BAC,0.5x2,1,0.1162565394303483,5
2020-08-25 13:45:00,BAC,0.5x2,1,-0.19241870309794074,5
2020-08-26 10:45:00,BAC,0.5x2,1,-0.13631937682571094,5
2020-08-27 10:45:00,BAC,0.5x2,1,0.019212295869364127,5
2020-08-27 11:15:00,BAC,0.5x2,1,0.03838034926118006,5
2020-08-27 15:15:00,BAC,0.5x2,1,-0.05746025665581689,5
2020-08-28 11:45:00,BAC,0.5x2,1,0.1145694099675465,5
2020-08-31 10:45:00,BAC,0.5x2,1,-1.1810261374636921,4
2020-09-02 10:45:00,BAC,0.5x2,1,0.4837461300309487,5
2020-09-02 11:15:00,BAC,0.5x2,1,-0.15414258188823915,5
2020-09-03 10:45:00,BAC,0.5x2,1,-0.7471264367816088,4
2020-09-03 11:15:00,BAC,0.5x2,1,1.1930373557598184,5
2020-09-03 11:45:00,BAC,0.5x2,1,0.3294573643410903,5
2020-09-03 12:15:00,BAC,0.5x2,1,-0.5988023952095856,5
2020-09-03 13:15:00,BAC,0.5x2,1,-0.07774538386784435,5
2020-09-03 13:45:00,BAC,0.5x2,1,0.11675423234092097,5
2020-09-03 15:15:00,BAC,0.5x2,1,0.058628102403757154,5
2020-09-04 10:45:00,BAC,0.5x2,1,-0.019275250578265624,5
2020-09-04 12:15:00,BAC,0.5x2,1,0.8059873344847368,5
2020-09-04 12:45:00,BAC,0.5x2,1,-0.3795786676788704,5
2020-09-04 13:15:00,BAC,0.5x2,1,-0.15264262545315876,5
2020-09-04 14:15:00,BAC,0.5x2,1,0.5685048322910724,5
2020-09-04 14:45:00,BAC,0.5x2,1,0.4515522107243708,5
2020-09-04 15:15:00,BAC,0.5x2,1,-0.543172878816256,4
2020-08-25 10:45:00,C,0.5x2,1,0.05856515373352522,5
2020-08-25 11:45:00,C,0.5x2,1,0.048914106828412685,5
2020-08-25 13:45:00,C,0.5x2,1,-0.23246803564509477,5
2020-08-26 10:45:00,C,0.5x2,1,-0.06833935370497146,5
2020-08-27 10:45:00,C,0.5x2,1,-0.22241562711535767,5
2020-08-27 11:15:00,C,0.5x2,1,0.09692740137636768,5
2020-08-31 10:45:00,C,0.5x2,1,-0.6896551724138056,3
2020-09-02 10:45:00,C,0.5x2,1,0.660514813016011,5
2020-09-02 11:15:00,C,0.5x2,1,-0.2508925986683286,5
2020-09-03 10:45:00,C,0.5x2,1,-0.4593741027849485,5
2020-09-03 11:15:00,C,0.5x2,1,0.9348524685948156,5
2020-09-03 11:45:00,C,0.5x2,1,0.5410105303835344,5
2020-09-03 13:15:00,C,0.5x2,1,-0.20248770610354905,5
2020-09-04 10:45:00,C,0.5x2,1,-0.19319938176197704,5
2020-09-04 11:15:00,C,0.5x2,1,-0.5890873973925626,5
2020-09-04 11:45:00,C,0.5x2,1,0.6788866259334725,5
2020-09-04 12:15:00,C,0.5x2,1,0.608401738290687,5
